theta, phi, alpha_t, alpha_p
5.510204,117.587940,-0.458425,-0.881901
5.510204,119.396985,-0.485892,-0.866914
5.510204,121.206030,-0.512876,-0.851063
5.510204,123.015075,-0.539348,-0.834364
5.510204,124.824121,-0.565283,-0.816833
5.510204,126.633166,-0.590653,-0.798488
5.510204,128.442211,-0.615435,-0.779346
5.510204,130.251256,-0.639604,-0.759429
5.510204,132.060302,-0.663136,-0.738754
5.510204,133.869347,-0.686006,-0.717342
5.510204,135.678392,-0.708192,-0.695216
5.510204,137.487437,-0.729672,-0.672396
5.510204,139.296482,-0.750426,-0.648907
5.510204,141.105528,-0.770430,-0.624770
5.510204,142.914573,-0.789667,-0.600011
5.510204,144.723618,-0.808117,-0.574654
5.510204,146.532663,-0.825762,-0.548724
5.510204,148.341709,-0.842583,-0.522246
5.510204,150.150754,-0.858564,-0.495248
5.510204,151.959799,-0.873689,-0.467757
5.510204,153.768844,-0.887944,-0.439799
5.510204,155.577889,-0.901313,-0.411403
5.510204,157.386935,-0.913784,-0.382597
5.510204,159.195980,-0.925344,-0.353409
5.510204,161.005025,-0.935982,-0.323869
5.510204,162.814070,-0.945687,-0.294006
5.510204,164.623116,-0.954448,-0.263850
5.510204,166.432161,-0.962259,-0.233432
5.510204,168.241206,-0.969111,-0.202780
5.510204,170.050251,-0.974996,-0.171927
5.510204,171.859296,-0.979909,-0.140901
5.510204,173.668342,-0.983846,-0.109736
5.510204,175.477387,-0.986802,-0.078461
5.510204,177.286432,-0.988774,-0.047108
5.510204,179.095477,-0.989760,-0.015708
5.510204,180.904523,-0.989760,0.015708
5.510204,182.713568,-0.988774,0.047108
5.510204,184.522613,-0.986802,0.078461
5.510204,186.331658,-0.983846,0.109736
5.510204,188.140704,-0.979909,0.140901
5.510204,189.949749,-0.974996,0.171927
5.510204,191.758794,-0.969111,0.202780
5.510204,193.567839,-0.962259,0.233432
5.510204,195.376884,-0.954448,0.263850
5.510204,197.185930,-0.945687,0.294006
5.510204,198.994975,-0.935982,0.323869
5.510204,200.804020,-0.925344,0.353409
5.510204,202.613065,-0.913784,0.382597
5.510204,204.422111,-0.901313,0.411403
5.510204,206.231156,-0.887944,0.439799
5.510204,208.040201,-0.873689,0.467757
5.510204,209.849246,-0.858564,0.495248
5.510204,211.658291,-0.842583,0.522246
5.510204,213.467337,-0.825762,0.548724
5.510204,215.276382,-0.808117,0.574654
5.510204,217.085427,-0.789667,0.600011
5.510204,218.894472,-0.770430,0.624770
5.510204,220.703518,-0.750426,0.648907
5.510204,222.512563,-0.729672,0.672396
5.510204,224.321608,-0.708192,0.695216
5.510204,226.130653,-0.686006,0.717342
5.510204,227.939698,-0.663136,0.738754
5.510204,229.748744,-0.639604,0.759429
5.510204,231.557789,-0.615435,0.779346
5.510204,233.366834,-0.590653,0.798488
5.510204,235.175879,-0.565283,0.816833
5.510204,236.984925,-0.539348,0.834364
5.510204,238.793970,-0.512876,0.851063
5.510204,240.603015,-0.485892,0.866914
5.510204,242.412060,-0.458425,0.881901
5.510204,244.221106,-0.430500,0.896008
5.510204,246.030151,-0.402146,0.909222
5.510204,247.839196,-0.373391,0.921530
5.510204,249.648241,-0.344265,0.932920
5.510204,251.457286,-0.314795,0.943379
5.510204,253.266332,-0.285011,0.952898
5.510204,255.075377,-0.254943,0.961468
5.510204,256.884422,-0.224621,0.969079
5.510204,258.693467,-0.194075,0.975723
5.510204,260.502513,-0.163335,0.981395
5.510204,262.311558,-0.132433,0.986089
5.510204,264.120603,-0.101399,0.989801
5.510204,265.929648,-0.070263,0.992525
5.510204,267.738693,-0.039058,0.994260
5.510204,269.547739,-0.007813,0.995004
5.510204,271.356784,0.023439,0.994756
5.510204,273.165829,0.054667,0.993516
5.510204,274.974874,0.085842,0.991286
5.510204,276.783920,0.116930,0.988068
5.510204,278.592965,0.147903,0.983866
5.510204,280.402010,0.178727,0.978682
5.510204,282.211055,0.209374,0.972522
5.510204,284.020101,0.239811,0.965393
5.510204,285.829146,0.270010,0.957303
5.510204,287.638191,0.299940,0.948257
5.510204,289.447236,0.329570,0.938266
5.510204,291.256281,0.358873,0.927340
5.510204,293.065327,0.387817,0.915491
5.510204,294.874372,0.416375,0.902728
5.510204,296.683417,0.444518,0.889065
5.510204,298.492462,0.472217,0.874516
5.510204,300.301508,0.499446,0.859096
5.510204,302.110553,0.526177,0.842819
5.510204,303.919598,0.552384,0.825701
5.510204,305.728643,0.578040,0.807761
5.510204,307.537688,0.603120,0.789016
5.510204,309.346734,0.627598,0.769484
5.510204,311.155779,0.651451,0.749184
5.510204,312.964824,0.674654,0.728139
5.510204,314.773869,0.697186,0.706367
5.510204,316.582915,0.719022,0.683892
5.510204,318.391960,0.740141,0.660734
5.510204,320.201005,0.760522,0.636918
5.510204,322.010050,0.780146,0.612467
5.510204,323.819095,0.798992,0.587406
5.510204,325.628141,0.817041,0.561758
5.510204,327.437186,0.834276,0.535551
5.510204,329.246231,0.850679,0.508811
5.510204,331.055276,0.866235,0.481563
5.510204,332.864322,0.880926,0.453834
5.510204,334.673367,0.894740,0.425654
5.510204,336.482412,0.907662,0.397049
5.510204,338.291457,0.919679,0.368049
5.510204,340.100503,0.930779,0.338681
5.510204,341.909548,0.940951,0.308976
5.510204,343.718593,0.950186,0.278963
5.510204,345.527638,0.958474,0.248672
5.510204,347.336683,0.965805,0.218133
5.510204,349.145729,0.972174,0.187377
5.510204,350.954774,0.977574,0.156433
5.510204,352.763819,0.982000,0.125334
5.510204,354.572864,0.985446,0.094110
5.510204,356.381910,0.987911,0.062792
5.510204,358.190955,0.989390,0.031412
5.510204,360.000000,0.989884,-0.000000
7.346939,0.000000,0.982333,-0.000000
7.346939,1.809045,0.981843,-0.031298
7.346939,3.618090,0.980375,-0.062565
7.346939,5.427136,0.977929,-0.093770
7.346939,7.236181,0.974509,-0.124881
7.346939,9.045226,0.970117,-0.155867
7.346939,10.854271,0.964758,-0.186698
7.346939,12.663317,0.958438,-0.217343
7.346939,14.472362,0.951162,-0.247772
7.346939,16.281407,0.942938,-0.277953
7.346939,18.090452,0.933773,-0.307858
7.346939,19.899497,0.923679,-0.337455
7.346939,21.708543,0.912664,-0.366716
7.346939,23.517588,0.900738,-0.395612
7.346939,25.326633,0.887914,-0.424113
7.346939,27.135678,0.874206,-0.452191
7.346939,28.944724,0.859627,-0.479819
7.346939,30.753769,0.844190,-0.506969
7.346939,32.562814,0.827912,-0.533612
7.346939,34.371859,0.810808,-0.559725
7.346939,36.180905,0.792897,-0.585279
7.346939,37.989950,0.774195,-0.610250
7.346939,39.798995,0.754721,-0.634612
7.346939,41.608040,0.734495,-0.658342
7.346939,43.417085,0.713537,-0.681416
7.346939,45.226131,0.691867,-0.703810
7.346939,47.035176,0.669508,-0.725503
7.346939,48.844221,0.646481,-0.746472
7.346939,50.653266,0.622811,-0.766698
7.346939,52.462312,0.598519,-0.786159
7.346939,54.271357,0.573630,-0.804836
7.346939,56.080402,0.548170,-0.822712
7.346939,57.889447,0.522164,-0.839767
7.346939,59.698492,0.495636,-0.855985
7.346939,61.507538,0.468615,-0.871350
7.346939,63.316583,0.441127,-0.885846
7.346939,65.125628,0.413199,-0.899460
7.346939,66.934673,0.384859,-0.912176
7.346939,68.743719,0.356135,-0.923983
7.346939,70.552764,0.327056,-0.934869
7.346939,72.361809,0.297652,-0.944824
7.346939,74.170854,0.267951,-0.953837
7.346939,75.979899,0.237982,-0.961898
7.346939,77.788945,0.207776,-0.969001
7.346939,79.597990,0.177364,-0.975139
7.346939,81.407035,0.146774,-0.980304
7.346939,83.216080,0.116038,-0.984491
7.346939,85.025126,0.085187,-0.987697
7.346939,86.834171,0.054250,-0.989920
7.346939,88.643216,0.023260,-0.991155
7.346939,90.452261,-0.007754,-0.991401
7.346939,92.261307,-0.038760,-0.990660
7.346939,94.070352,-0.069727,-0.988932
7.346939,95.879397,-0.100625,-0.986218
7.346939,97.688442,-0.131423,-0.982520
7.346939,99.497487,-0.162089,-0.977842
7.346939,101.306533,-0.192594,-0.972191
7.346939,103.115578,-0.222907,-0.965571
7.346939,104.924623,-0.252998,-0.957987
7.346939,106.733668,-0.282836,-0.949448
7.346939,108.542714,-0.312393,-0.939964
7.346939,110.351759,-0.341639,-0.929543
7.346939,112.160804,-0.370543,-0.918194
7.346939,113.969849,-0.399078,-0.905930
7.346939,115.778894,-0.427216,-0.892764
7.346939,117.587940,-0.454928,-0.878708
7.346939,119.396985,-0.482186,-0.863775
7.346939,121.206030,-0.508963,-0.847982
7.346939,123.015075,-0.535234,-0.831343
7.346939,124.824121,-0.560970,-0.813876
7.346939,126.633166,-0.586148,-0.795597
7.346939,128.442211,-0.610741,-0.776525
7.346939,130.251256,-0.634725,-0.756679
7.346939,132.060302,-0.658077,-0.736080
7.346939,133.869347,-0.680773,-0.714745
7.346939,135.678392,-0.702789,-0.692699
7.346939,137.487437,-0.724106,-0.669962
7.346939,139.296482,-0.744701,-0.646558
7.346939,141.105528,-0.764553,-0.622509
7.346939,142.914573,-0.783643,-0.597839
7.346939,144.723618,-0.801953,-0.572573
7.346939,146.532663,-0.819463,-0.546737
7.346939,148.341709,-0.836155,-0.520356
7.346939,150.150754,-0.852014,-0.493455
7.346939,151.959799,-0.867024,-0.466063
7.346939,153.768844,-0.881171,-0.438207
7.346939,155.577889,-0.894438,-0.409914
7.346939,157.386935,-0.906813,-0.381211
7.346939,159.195980,-0.918285,-0.352130
7.346939,161.005025,-0.928842,-0.322697
7.346939,162.814070,-0.938473,-0.292942
7.346939,164.623116,-0.947167,-0.262895
7.346939,166.432161,-0.954919,-0.232587
7.346939,168.241206,-0.961718,-0.202046
7.346939,170.050251,-0.967558,-0.171304
7.346939,171.859296,-0.972434,-0.140391
7.346939,173.668342,-0.976341,-0.109339
7.346939,175.477387,-0.979274,-0.078177
7.346939,177.286432,-0.981232,-0.046937
7.346939,179.095477,-0.982210,-0.015651
7.346939,180.904523,-0.982210,0.015651
7.346939,182.713568,-0.981232,0.046937
7.346939,184.522613,-0.979274,0.078177
7.346939,186.331658,-0.976341,0.109339
7.346939,188.140704,-0.972434,0.140391
7.346939,189.949749,-0.967558,0.171304
7.346939,191.758794,-0.961718,0.202046
7.346939,193.567839,-0.954919,0.232587
7.346939,195.376884,-0.947167,0.262895
7.346939,197.185930,-0.938473,0.292942
7.346939,198.994975,-0.928842,0.322697
7.346939,200.804020,-0.918285,0.352130
7.346939,202.613065,-0.906813,0.381211
7.346939,204.422111,-0.894438,0.409914
7.346939,206.231156,-0.881171,0.438207
7.346939,208.040201,-0.867024,0.466063
7.346939,209.849246,-0.852014,0.493455
7.346939,211.658291,-0.836155,0.520356
7.346939,213.467337,-0.819463,0.546737
7.346939,215.276382,-0.801953,0.572573
7.346939,217.085427,-0.783643,0.597839
7.346939,218.894472,-0.764553,0.622509
7.346939,220.703518,-0.744701,0.646558
7.346939,222.512563,-0.724106,0.669962
7.346939,224.321608,-0.702789,0.692699
7.346939,226.130653,-0.680773,0.714745
7.346939,227.939698,-0.658077,0.736080
7.346939,229.748744,-0.634725,0.756679
7.346939,231.557789,-0.610741,0.776525
7.346939,233.366834,-0.586148,0.795597
7.346939,235.175879,-0.560970,0.813876
7.346939,236.984925,-0.535234,0.831343
7.346939,238.793970,-0.508963,0.847982
7.346939,240.603015,-0.482186,0.863775
7.346939,242.412060,-0.454928,0.878708
7.346939,244.221106,-0.427216,0.892764
7.346939,246.030151,-0.399078,0.905930
7.346939,247.839196,-0.370543,0.918194
7.346939,249.648241,-0.341639,0.929543
7.346939,251.457286,-0.312393,0.939964
7.346939,253.266332,-0.282836,0.949448
7.346939,255.075377,-0.252998,0.957987
7.346939,256.884422,-0.222907,0.965571
7.346939,258.693467,-0.192594,0.972191
7.346939,260.502513,-0.162089,0.977842
7.346939,262.311558,-0.131423,0.982520
7.346939,264.120603,-0.100625,0.986218
7.346939,265.929648,-0.069727,0.988932
7.346939,267.738693,-0.038760,0.990660
7.346939,269.547739,-0.007754,0.991401
7.346939,271.356784,0.023260,0.991155
7.346939,273.165829,0.054250,0.989920
7.346939,274.974874,0.085187,0.987697
7.346939,276.783920,0.116038,0.984491
7.346939,278.592965,0.146774,0.980304
7.346939,280.402010,0.177364,0.975139
7.346939,282.211055,0.207776,0.969001
7.346939,284.020101,0.237982,0.961898
7.346939,285.829146,0.267951,0.953837
7.346939,287.638191,0.297652,0.944824
7.346939,289.447236,0.327056,0.934869
7.346939,291.256281,0.356135,0.923983
7.346939,293.065327,0.384859,0.912176
7.346939,294.874372,0.413199,0.899460
7.346939,296.683417,0.441127,0.885846
7.346939,298.492462,0.468615,0.871350
7.346939,300.301508,0.495636,0.855985
7.346939,302.110553,0.522164,0.839767
7.346939,303.919598,0.548170,0.822712
7.346939,305.728643,0.573630,0.804836
7.346939,307.537688,0.598519,0.786159
7.346939,309.346734,0.622811,0.766698
7.346939,311.155779,0.646481,0.746472
7.346939,312.964824,0.669508,0.725503
7.346939,314.773869,0.691867,0.703810
7.346939,316.582915,0.713537,0.681416
7.346939,318.391960,0.734495,0.658342
7.346939,320.201005,0.754721,0.634612
7.346939,322.010050,0.774195,0.610250
7.346939,323.819095,0.792897,0.585279
7.346939,325.628141,0.810808,0.559725
7.346939,327.437186,0.827912,0.533612
7.346939,329.246231,0.844190,0.506969
7.346939,331.055276,0.859627,0.479819
7.346939,332.864322,0.874206,0.452191
7.346939,334.673367,0.887914,0.424113
7.346939,336.482412,0.900738,0.395612
7.346939,338.291457,0.912664,0.366716
7.346939,340.100503,0.923679,0.337455
7.346939,341.909548,0.933773,0.307858
7.346939,343.718593,0.942938,0.277953
7.346939,345.527638,0.951162,0.247772
7.346939,347.336683,0.958438,0.217343
7.346939,349.145729,0.964758,0.186698
7.346939,350.954774,0.970117,0.155867
7.346939,352.763819,0.974509,0.124881
7.346939,354.572864,0.977929,0.093770
7.346939,356.381910,0.980375,0.062565
7.346939,358.190955,0.981843,0.031298
7.346939,360.000000,0.982333,-0.000000
9.183673,0.000000,0.972683,0.000000
9.183673,1.809045,0.972198,-0.031153
9.183673,3.618090,0.970744,-0.062274
9.183673,5.427136,0.968322,-0.093334
9.183673,7.236181,0.964936,-0.124301
9.183673,9.045226,0.960587,-0.155143
9.183673,10.854271,0.955280,-0.185831
9.183673,12.663317,0.949022,-0.216334
9.183673,14.472362,0.941818,-0.246621
9.183673,16.281407,0.933675,-0.276662
9.183673,18.090452,0.924600,-0.306428
9.183673,19.899497,0.914605,-0.335888
9.183673,21.708543,0.903698,-0.365013
9.183673,23.517588,0.891890,-0.393775
9.183673,25.326633,0.879192,-0.422143
9.183673,27.135678,0.865618,-0.450091
9.183673,28.944724,0.851182,-0.477591
9.183673,30.753769,0.835897,-0.504614
9.183673,32.562814,0.819779,-0.531134
9.183673,34.371859,0.802843,-0.557125
9.183673,36.180905,0.785108,-0.582561
9.183673,37.989950,0.766590,-0.607416
9.183673,39.798995,0.747307,-0.631665
9.183673,41.608040,0.727280,-0.655284
9.183673,43.417085,0.706528,-0.678251
9.183673,45.226131,0.685071,-0.700541
9.183673,47.035176,0.662931,-0.722133
9.183673,48.844221,0.640131,-0.743005
9.183673,50.653266,0.616693,-0.763137
9.183673,52.462312,0.592639,-0.782508
9.183673,54.271357,0.567995,-0.801098
9.183673,56.080402,0.542785,-0.818891
9.183673,57.889447,0.517034,-0.835867
9.183673,59.698492,0.490768,-0.852010
9.183673,61.507538,0.464012,-0.867303
9.183673,63.316583,0.436793,-0.881732
9.183673,65.125628,0.409140,-0.895282
9.183673,66.934673,0.381078,-0.907940
9.183673,68.743719,0.352637,-0.919692
9.183673,70.552764,0.323844,-0.930528
9.183673,72.361809,0.294728,-0.940436
9.183673,74.170854,0.265318,-0.949407
9.183673,75.979899,0.235644,-0.957431
9.183673,77.788945,0.205735,-0.964501
9.183673,79.597990,0.175621,-0.970610
9.183673,81.407035,0.145332,-0.975751
9.183673,83.216080,0.114898,-0.979919
9.183673,85.025126,0.084350,-0.983110
9.183673,86.834171,0.053717,-0.985322
9.183673,88.643216,0.023031,-0.986552
9.183673,90.452261,-0.007678,-0.986797
9.183673,92.261307,-0.038379,-0.986059
9.183673,94.070352,-0.069042,-0.984339
9.183673,95.879397,-0.099637,-0.981637
9.183673,97.688442,-0.130132,-0.977956
9.183673,99.497487,-0.160497,-0.973301
9.183673,101.306533,-0.190702,-0.967676
9.183673,103.115578,-0.220717,-0.961086
9.183673,104.924623,-0.250513,-0.953538
9.183673,106.733668,-0.280058,-0.945039
9.183673,108.542714,-0.309324,-0.935599
9.183673,110.351759,-0.338282,-0.925226
9.183673,112.160804,-0.366903,-0.913930
9.183673,113.969849,-0.395158,-0.901723
9.183673,115.778894,-0.423019,-0.888618
9.183673,117.587940,-0.450459,-0.874627
9.183673,119.396985,-0.477449,-0.859764
9.183673,121.206030,-0.503963,-0.844043
9.183673,123.015075,-0.529976,-0.827482
9.183673,124.824121,-0.555460,-0.810096
9.183673,126.633166,-0.580390,-0.791902
9.183673,128.442211,-0.604741,-0.772919
9.183673,130.251256,-0.628490,-0.753165
9.183673,132.060302,-0.651612,-0.732661
9.183673,133.869347,-0.674085,-0.711426
9.183673,135.678392,-0.695886,-0.689482
9.183673,137.487437,-0.716993,-0.666851
9.183673,139.296482,-0.737386,-0.643555
9.183673,141.105528,-0.757043,-0.619617
9.183673,142.914573,-0.775945,-0.595062
9.183673,144.723618,-0.794075,-0.569914
9.183673,146.532663,-0.811413,-0.544198
9.183673,148.341709,-0.827941,-0.517939
9.183673,150.150754,-0.843644,-0.491163
9.183673,151.959799,-0.858507,-0.463899
9.183673,153.768844,-0.872514,-0.436172
9.183673,155.577889,-0.885651,-0.408010
9.183673,157.386935,-0.897905,-0.379441
9.183673,159.195980,-0.909264,-0.350494
9.183673,161.005025,-0.919718,-0.321198
9.183673,162.814070,-0.929254,-0.291582
9.183673,164.623116,-0.937863,-0.261674
9.183673,166.432161,-0.945538,-0.231506
9.183673,168.241206,-0.952271,-0.201108
9.183673,170.050251,-0.958053,-0.170509
9.183673,171.859296,-0.962881,-0.139739
9.183673,173.668342,-0.966749,-0.108831
9.183673,175.477387,-0.969654,-0.077814
9.183673,177.286432,-0.971592,-0.046719
9.183673,179.095477,-0.972561,-0.015578
9.183673,180.904523,-0.972561,0.015578
9.183673,182.713568,-0.971592,0.046719
9.183673,184.522613,-0.969654,0.077814
9.183673,186.331658,-0.966749,0.108831
9.183673,188.140704,-0.962881,0.139739
9.183673,189.949749,-0.958053,0.170509
9.183673,191.758794,-0.952271,0.201108
9.183673,193.567839,-0.945538,0.231506
9.183673,195.376884,-0.937863,0.261674
9.183673,197.185930,-0.929254,0.291582
9.183673,198.994975,-0.919718,0.321198
9.183673,200.804020,-0.909264,0.350494
9.183673,202.613065,-0.897905,0.379441
9.183673,204.422111,-0.885651,0.408010
9.183673,206.231156,-0.872514,0.436172
9.183673,208.040201,-0.858507,0.463899
9.183673,209.849246,-0.843644,0.491163
9.183673,211.658291,-0.827941,0.517939
9.183673,213.467337,-0.811413,0.544198
9.183673,215.276382,-0.794075,0.569914
9.183673,217.085427,-0.775945,0.595062
9.183673,218.894472,-0.757043,0.619617
9.183673,220.703518,-0.737386,0.643555
9.183673,222.512563,-0.716993,0.666851
9.183673,224.321608,-0.695886,0.689482
9.183673,226.130653,-0.674085,0.711426
9.183673,227.939698,-0.651612,0.732661
9.183673,229.748744,-0.628490,0.753165
9.183673,231.557789,-0.604741,0.772919
9.183673,233.366834,-0.580390,0.791902
9.183673,235.175879,-0.555460,0.810096
9.183673,236.984925,-0.529976,0.827482
9.183673,238.793970,-0.503963,0.844043
9.183673,240.603015,-0.477449,0.859764
9.183673,242.412060,-0.450459,0.874627
9.183673,244.221106,-0.423019,0.888618
9.183673,246.030151,-0.395158,0.901723
9.183673,247.839196,-0.366903,0.913930
9.183673,249.648241,-0.338282,0.925226
9.183673,251.457286,-0.309324,0.935599
9.183673,253.266332,-0.280058,0.945039
9.183673,255.075377,-0.250513,0.953538
9.183673,256.884422,-0.220717,0.961086
9.183673,258.693467,-0.190702,0.967676
9.183673,260.502513,-0.160497,0.973301
9.183673,262.311558,-0.130132,0.977956
9.183673,264.120603,-0.099637,0.981637
9.183673,265.929648,-0.069042,0.984339
9.183673,267.738693,-0.038379,0.986059
9.183673,269.547739,-0.007678,0.986797
9.183673,271.356784,0.023031,0.986552
9.183673,273.165829,0.053717,0.985322
9.183673,274.974874,0.084350,0.983110
9.183673,276.783920,0.114898,0.979919
9.183673,278.592965,0.145332,0.975751
9.183673,280.402010,0.175621,0.970610
9.183673,282.211055,0.205735,0.964501
9.183673,284.020101,0.235644,0.957431
9.183673,285.829146,0.265318,0.949407
9.183673,287.638191,0.294728,0.940436
9.183673,289.447236,0.323844,0.930528
9.183673,291.256281,0.352637,0.919692
